CO_ENTIDADE;CO_MUNICIPIO;CO_UF;CO_REGIAO;CO_DISTRITO;TP_DEPENDENCIA;TP_LOCALIZACAO;TP_LOCALIZACAO_DIFERENCIADA;TP_SITUACAO_FUNCIONAMENTO;NO_ENTIDADE;IN_AGUA_POTAVEL;IN_ENERGIA_REDE_PUBLICA;IN_ESGOTO_REDE_PUBLICA;IN_LIXO_SERVICO_COLETA;IN_BIBLIOTECA;IN_BIBLIOTECA_SALA_LEITURA;IN_LABORATORIO_CIENCIAS;IN_LABORATORIO_INFORMATICA;IN_QUADRA_ESPORTES;IN_INTERNET;IN_BANDA_LARGA;IN_COMPUTADOR;IN_ALIMENTACAO;IN_BANHEIRO;IN_BANHEIRO_PNE;IN_SALA_DIRETORIA;IN_SALA_PROFESSOR;IN_SECRETARIA;IN_COZINHA;IN_REFEITORIO;IN_ENERGIA_INEXISTENTE;IN_AGUA_INEXISTENTE;QT_SALAS_UTILIZADAS;QT_SALAS_UTILIZADAS_DENTRO;QT_SALAS_UTILIZADAS_FORA;QT_SALAS_UTILIZA_CLIMATIZADAS;IN_REGULAR;IN_EJA;IN_PROFISSIONALIZANTE;IN_ESPECIAL_EXCLUSIVA;IN_ESCOLARIZACAO;IN_MEDIACAO_PRESENCIAL;IN_MEDIACAO_SEMIPRESENCIAL;IN_MEDIACAO_EAD;IN_COMUM_FUND_AI;IN_COMUM_FUND_AF;IN_COMUM_MEDIO_MEDIO;NU_ANO
10000131;1302603;13;1;130260302;3;1;3;1;ESCOLA SINTETICA 10000131;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;11;8;3;1;1;1;1;0;1;1;0;0;1;0;0;2020
10000132;2304400;23;2;230440003;4;2;0;1;ESCOLA SINTETICA 10000132;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;0;0;10;8;2;5;1;0;0;0;1;1;0;0;1;0;0;2020
10000133;2304400;23;2;230440002;3;1;0;1;ESCOLA SINTETICA 10000133;1;1;1;1;0;0;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0;10;8;2;2;1;1;0;0;1;1;0;0;1;1;1;2020
10000134;1100205;11;1;110020503;3;1;0;1;ESCOLA SINTETICA 10000134;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;0;1;0;0;7;6;1;5;1;0;0;0;1;1;0;0;0;1;0;2020
10000135;4205407;42;4;420540703;4;1;0;1;ESCOLA SINTETICA 10000135;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;20;17;3;2;1;0;0;0;1;1;0;0;0;0;1;2020
10000136;2408102;24;2;240810204;3;2;0;1;ESCOLA SINTETICA 10000136;1;0;1;1;0;0;0;0;0;1;1;1;1;0;1;0;1;1;0;1;1;0;14;11;3;1;1;0;0;0;1;1;0;0;1;1;0;2020
10000137;4106902;41;4;410690205;3;2;0;1;ESCOLA SINTETICA 10000137;0;0;0;0;0;0;0;1;1;0;1;1;0;1;0;0;1;0;1;0;0;0;6;5;1;0;1;0;0;0;1;1;0;0;0;1;0;2020
10000138;3205309;32;3;320530904;3;1;0;1;ESCOLA SINTETICA 10000138;0;1;1;1;1;0;1;1;1;1;1;1;0;0;1;1;0;1;1;1;0;0;12;11;1;0;1;0;0;0;1;1;0;0;1;1;0;2020
10000139;2611606;26;2;261160605;3;1;0;1;ESCOLA SINTETICA 10000139;0;1;1;1;1;0;1;1;0;1;1;1;1;0;1;1;1;1;1;1;0;0;19;16;3;14;1;1;0;0;1;1;0;0;0;1;0;2020
10000140;2304400;23;2;230440004;3;1;0;1;ESCOLA SINTETICA 10000140;1;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;1;0;1;1;0;0;16;15;1;5;1;0;0;0;1;1;0;0;1;1;1;2020
10000141;3550308;35;3;355030803;4;1;0;1;ESCOLA SINTETICA 10000141;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;0;17;16;1;6;1;1;0;0;1;1;0;0;1;1;0;2020
10000142;3205309;32;3;320530902;4;1;0;1;ESCOLA SINTETICA 10000142;1;1;1;1;0;1;0;1;0;1;0;1;1;1;1;0;1;1;0;1;0;0;6;5;1;1;1;0;0;0;1;1;0;0;1;1;0;2020
10000143;2704302;27;2;270430201;3;2;0;1;ESCOLA SINTETICA 10000143;0;0;1;0;1;1;1;1;1;0;0;0;1;1;0;0;1;0;1;0;0;1;18;17;1;0;1;0;0;1;1;1;0;0;1;1;0;2020
10000144;2611606;26;2;261160603;4;1;0;1;ESCOLA SINTETICA 10000144;0;1;1;1;1;0;0;1;1;1;1;1;1;1;0;0;1;1;1;1;0;0;9;7;2;4;1;0;0;0;1;1;0;0;1;0;0;2020
10000145;2927408;29;2;292740804;2;1;0;1;ESCOLA SINTETICA 10000145;1;0;1;1;0;1;1;1;1;1;1;0;0;1;1;1;1;1;0;1;0;0;2;1;1;0;1;0;0;0;1;1;0;0;1;1;0;2020
10000146;4106902;41;4;410690201;4;1;0;1;ESCOLA SINTETICA 10000146;1;0;0;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;20;18;2;4;1;1;0;0;1;1;0;0;1;1;0;2020
10000147;3550308;35;3;355030805;3;2;0;1;ESCOLA SINTETICA 10000147;1;0;1;1;0;1;0;1;0;0;0;1;1;1;1;1;1;1;1;1;1;0;2;1;1;0;1;0;0;0;1;1;0;0;0;1;1;2020
10000148;5300108;53;5;530010804;3;1;0;1;ESCOLA SINTETICA 10000148;1;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;0;1;1;1;0;0;13;11;2;4;1;1;0;0;1;1;0;0;1;1;0;2020
10000149;3509502;35;3;350950205;4;1;0;1;ESCOLA SINTETICA 10000149;0;1;1;1;0;1;0;1;0;1;1;1;1;1;1;1;1;1;1;0;0;1;7;6;1;1;1;1;0;0;1;1;0;0;1;1;0;2020
10000150;3550308;35;3;355030804;2;1;2;1;ESCOLA SINTETICA 10000150;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;0;18;17;1;2;1;0;0;0;1;1;0;0;0;1;0;2020
10000151;2927408;29;2;292740805;4;1;0;1;ESCOLA SINTETICA 10000151;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;0;0;1;0;1;0;0;26;25;1;11;1;0;0;0;1;1;0;0;1;1;0;2020
10000152;3106200;31;3;310620004;4;1;0;1;ESCOLA SINTETICA 10000152;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;0;1;0;0;0;22;20;2;8;1;1;0;0;1;1;0;0;1;1;1;2020
10000153;2611606;26;2;261160605;4;1;0;1;ESCOLA SINTETICA 10000153;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;8;7;1;1;1;0;0;0;1;1;0;0;1;0;0;2020
10000154;2211001;22;2;221100102;3;2;0;1;ESCOLA SINTETICA 10000154;1;1;1;0;0;0;1;0;1;0;0;1;1;0;1;0;0;0;1;0;0;0;20;19;1;1;1;0;0;0;1;1;0;0;1;0;0;2020
10000155;2800308;28;2;280030805;2;2;0;1;ESCOLA SINTETICA 10000155;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0;1;1;1;0;0;2;1;1;0;1;0;0;0;1;1;0;0;1;1;0;2020
10000156;2611606;26;2;261160602;2;1;0;1;ESCOLA SINTETICA 10000156;0;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;0;0;6;5;1;2;1;1;0;0;1;1;0;0;0;0;1;2020
10000157;3550308;35;3;355030802;3;2;0;1;ESCOLA SINTETICA 10000157;1;1;1;1;0;0;0;0;0;0;0;0;1;1;0;1;1;0;1;1;0;0;6;5;1;0;1;0;0;0;1;1;0;0;1;0;1;2020
10000158;3304557;33;3;330455704;2;1;0;1;ESCOLA SINTETICA 10000158;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;0;14;13;1;4;1;0;0;0;1;1;0;0;1;1;0;2020
10000159;3205309;32;3;320530903;2;1;0;1;ESCOLA SINTETICA 10000159;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;0;0;14;13;1;4;1;1;0;0;1;1;0;0;0;1;0;2020
10000160;2800308;28;2;280030801;4;1;0;1;ESCOLA SINTETICA 10000160;1;0;0;1;1;1;0;1;1;1;1;0;1;1;1;0;1;1;1;1;0;0;19;18;1;13;1;0;0;0;1;1;0;0;0;1;0;2020
10000161;1100205;11;1;110020505;4;1;0;1;ESCOLA SINTETICA 10000161;1;1;1;1;1;1;0;1;1;1;1;0;1;0;1;0;1;1;1;1;0;0;17;13;4;0;1;1;0;0;1;1;0;0;1;1;0;2020
10000162;2507507;25;2;250750704;4;1;0;1;ESCOLA SINTETICA 10000162;0;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;15;14;1;0;1;0;0;0;1;1;0;0;1;0;1;2020
10000163;2408102;24;2;240810203;3;1;0;1;ESCOLA SINTETICA 10000163;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;0;0;15;14;1;1;1;0;1;0;1;1;0;0;0;0;1;2020
10000164;3550308;35;3;355030801;3;1;0;1;ESCOLA SINTETICA 10000164;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;0;1;0;1;1;0;0;10;9;1;1;1;0;0;0;1;1;0;0;1;1;0;2020
10000165;2507507;25;2;250750702;3;1;0;1;ESCOLA SINTETICA 10000165;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;3;2;1;1;1;1;0;0;1;1;0;0;1;0;1;2020
10000166;3550308;35;3;355030803;3;1;1;1;ESCOLA SINTETICA 10000166;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;0;0;17;16;1;0;1;1;1;0;1;1;0;0;0;1;0;2020
10000167;2111300;21;2;211130004;4;2;0;1;ESCOLA SINTETICA 10000167;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;6;5;1;4;1;1;0;0;1;1;0;0;1;1;0;2020
10000168;3106200;31;3;310620002;2;2;0;1;ESCOLA SINTETICA 10000168;1;1;1;0;1;1;0;0;1;1;1;1;1;1;1;0;1;1;0;0;0;0;16;15;1;2;1;0;0;1;1;1;0;0;1;0;1;2020
10000169;3205309;32;3;320530901;3;1;0;1;ESCOLA SINTETICA 10000169;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;2;1;1;0;1;1;0;0;1;1;0;0;1;0;1;2020
10000170;3550308;35;3;355030804;2;1;0;1;ESCOLA SINTETICA 10000170;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;9;8;1;1;1;0;0;0;1;1;0;0;1;0;0;2020
10000171;2927408;29;2;292740802;3;1;0;1;ESCOLA SINTETICA 10000171;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;3;2;1;0;1;1;0;0;1;1;0;0;1;1;1;2020
10000172;2211001;22;2;221100101;4;1;0;1;ESCOLA SINTETICA 10000172;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;20;16;4;13;1;1;0;0;1;1;0;0;1;1;0;2020
10000173;2211001;22;2;221100103;4;1;0;1;ESCOLA SINTETICA 10000173;1;1;1;1;0;0;1;1;0;1;1;1;1;1;1;1;0;1;1;1;0;0;15;12;3;11;1;1;0;0;1;1;0;0;1;1;0;2020
10000174;2704302;27;2;270430203;3;1;0;1;ESCOLA SINTETICA 10000174;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;1;1;1;0;0;11;10;1;5;1;0;0;0;1;1;0;0;1;0;1;2020
10000175;2111300;21;2;211130005;2;1;1;1;ESCOLA SINTETICA 10000175;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;9;8;1;1;1;0;0;0;1;1;0;0;1;1;0;2020
10000176;3205309;32;3;320530904;3;1;0;1;ESCOLA SINTETICA 10000176;1;1;0;1;1;1;1;0;1;1;0;1;1;1;1;0;1;1;1;1;0;0;6;5;1;0;1;0;0;0;1;1;0;0;1;1;1;2020
10000177;4106902;41;4;410690202;3;1;0;1;ESCOLA SINTETICA 10000177;1;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;0;1;1;0;0;9;8;1;3;1;0;0;0;1;1;0;0;0;1;1;2020
10000178;2408102;24;2;240810202;2;1;0;1;ESCOLA SINTETICA 10000178;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;1;1;1;1;1;0;0;19;15;4;13;1;0;0;0;1;1;0;0;1;0;1;2020
10000179;4314902;43;4;431490201;3;1;0;1;ESCOLA SINTETICA 10000179;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;7;6;1;0;1;0;0;0;1;1;0;0;1;1;0;2020
10000180;2611606;26;2;261160602;3;2;0;1;ESCOLA SINTETICA 10000180;1;0;1;1;0;1;0;0;0;1;1;1;1;0;1;0;0;0;0;1;0;0;20;19;1;7;1;0;0;0;1;1;0;0;0;1;0;2020
10000181;1200401;12;1;120040103;3;1;0;1;ESCOLA SINTETICA 10000181;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;0;13;10;3;5;1;1;0;0;1;1;0;0;1;0;0;2020
10000182;4205407;42;4;420540701;3;1;0;1;ESCOLA SINTETICA 10000182;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;0;0;18;14;4;6;1;0;0;0;1;1;0;0;1;1;1;2020
10000183;3106200;31;3;310620002;3;2;0;1;ESCOLA SINTETICA 10000183;1;1;0;0;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;0;0;5;4;1;0;1;0;0;0;1;1;0;0;1;0;0;2020
10000184;3509502;35;3;350950205;3;1;0;1;ESCOLA SINTETICA 10000184;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;8;6;2;2;1;0;0;0;1;1;0;0;1;1;1;2020
10000185;2927408;29;2;292740805;3;1;0;1;ESCOLA SINTETICA 10000185;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;1;0;0;1;1;0;0;17;15;2;6;1;0;0;0;1;1;0;0;0;1;1;2020
10000186;2611606;26;2;261160602;3;1;0;1;ESCOLA SINTETICA 10000186;1;0;1;1;1;1;0;1;1;0;0;0;1;1;1;0;1;1;1;0;0;0;9;8;1;5;1;0;1;0;1;1;0;0;0;1;0;2020
10000187;1200401;12;1;120040103;4;1;0;1;ESCOLA SINTETICA 10000187;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;0;1;1;1;1;0;0;11;9;2;3;1;0;0;0;1;1;0;0;0;0;0;2020
10000188;4314902;43;4;431490203;2;2;0;1;ESCOLA SINTETICA 10000188;1;1;1;0;1;1;1;0;1;1;0;0;1;0;1;1;0;1;0;0;0;0;2;1;1;0;1;0;0;0;1;1;0;0;1;1;1;2020
10000189;3205309;32;3;320530902;4;1;0;1;ESCOLA SINTETICA 10000189;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;23;19;4;0;1;0;0;0;1;1;0;0;1;0;0;2020
10000190;3509502;35;3;350950202;2;2;0;1;ESCOLA SINTETICA 10000190;0;0;0;1;1;0;1;0;1;1;1;1;1;1;0;1;1;0;0;0;0;0;6;5;1;0;1;0;0;0;1;1;0;0;1;0;0;2020
10000191;3550308;35;3;355030802;3;2;0;1;ESCOLA SINTETICA 10000191;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;6;4;2;1;1;1;0;0;1;1;0;0;1;0;0;2020
10000192;2611606;26;2;261160604;2;1;0;1;ESCOLA SINTETICA 10000192;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;3;2;1;0;1;0;0;0;1;1;0;0;0;0;0;2020
10000193;3205309;32;3;320530901;3;2;0;1;ESCOLA SINTETICA 10000193;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;5;4;1;0;1;0;0;1;1;1;0;0;0;0;1;2020
10000194;3205309;32;3;320530902;3;1;0;1;ESCOLA SINTETICA 10000194;0;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;0;11;9;2;3;1;0;0;0;1;1;0;0;0;0;0;2020
10000195;3304557;33;3;330455705;4;1;0;1;ESCOLA SINTETICA 10000195;1;1;1;1;1;1;1;0;1;0;1;1;1;1;0;1;1;1;1;0;0;0;19;16;3;6;1;1;0;0;1;1;0;0;1;0;0;2020
10000196;3304557;33;3;330455701;4;1;0;1;ESCOLA SINTETICA 10000196;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;0;1;1;0;0;0;0;27;26;1;1;1;1;0;0;1;1;0;0;0;0;0;2020
10000197;2507507;25;2;250750704;4;1;0;1;ESCOLA SINTETICA 10000197;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;15;12;3;2;1;0;0;0;1;1;0;0;0;1;1;2020
10000198;3205309;32;3;320530903;3;1;0;1;ESCOLA SINTETICA 10000198;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;0;0;0;11;10;1;0;1;0;1;0;1;1;0;0;1;1;0;2020
10000199;2927408;29;2;292740804;2;2;0;1;ESCOLA SINTETICA 10000199;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;1;1;1;0;1;0;20;17;3;15;1;0;0;0;1;1;0;0;1;1;0;2020
10000200;2927408;29;2;292740803;2;1;0;1;ESCOLA SINTETICA 10000200;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;14;11;3;4;1;0;0;0;1;1;0;0;1;1;0;2020
10000001;1200401;12;1;120040102;4;1;0;1;ESCOLA SINTETICA 10000001;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;29;23;6;8;1;1;0;0;1;1;0;0;1;1;0;2021
10000002;1100205;11;1;110020501;3;2;0;1;ESCOLA SINTETICA 10000002;0;1;1;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;0;0;12;9;3;1;1;1;0;0;1;1;0;0;1;1;1;2021
10000003;3509502;35;3;350950204;4;1;0;1;ESCOLA SINTETICA 10000003;1;1;1;0;1;0;1;1;1;1;1;1;1;0;1;0;1;1;1;1;0;0;26;21;5;8;1;0;0;0;1;1;0;0;1;1;0;2021
10000004;4106902;41;4;410690203;3;1;0;1;ESCOLA SINTETICA 10000004;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;0;0;19;17;2;4;1;1;0;0;1;1;0;0;1;1;1;2021
10000005;2304400;23;2;230440005;3;2;1;1;ESCOLA SINTETICA 10000005;1;0;1;0;1;0;0;0;1;0;0;0;0;0;1;1;1;0;1;0;1;0;2;1;1;0;1;0;0;0;1;1;0;0;1;1;0;2021
10000006;2507507;25;2;250750702;3;1;0;1;ESCOLA SINTETICA 10000006;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;0;1;1;1;0;0;0;9;7;2;2;1;0;1;0;1;1;0;0;0;1;0;2021
10000007;2927408;29;2;292740804;3;1;0;1;ESCOLA SINTETICA 10000007;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;18;15;3;9;1;1;0;0;1;1;0;0;1;0;0;2021
10000008;3205309;32;3;320530902;3;1;0;1;ESCOLA SINTETICA 10000008;0;0;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;19;16;3;6;1;0;0;0;1;1;0;0;1;0;1;2021
10000009;2800308;28;2;280030803;4;1;0;1;ESCOLA SINTETICA 10000009;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;30;29;1;0;1;0;0;0;1;1;0;0;1;1;0;2021
10000010;2927408;29;2;292740802;2;1;0;1;ESCOLA SINTETICA 10000010;1;0;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;0;10;9;1;4;1;0;0;0;1;1;0;0;1;1;1;2021
10000011;2111300;21;2;211130001;3;1;0;1;ESCOLA SINTETICA 10000011;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;0;0;20;18;2;9;1;0;0;0;1;1;0;0;1;1;0;2021
10000012;2927408;29;2;292740804;2;2;0;1;ESCOLA SINTETICA 10000012;1;1;1;1;0;1;0;1;1;0;0;0;0;1;0;0;0;0;1;1;0;0;14;13;1;1;1;1;0;0;1;1;0;0;1;1;0;2021
10000013;1100205;11;1;110020505;4;1;0;1;ESCOLA SINTETICA 10000013;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;1;1;0;0;14;12;2;7;1;0;0;0;1;1;0;0;1;1;0;2021
10000014;3509502;35;3;350950202;3;1;0;1;ESCOLA SINTETICA 10000014;0;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;1;1;0;1;0;0;9;7;2;1;1;0;0;0;1;1;0;0;1;0;0;2021
10000015;2704302;27;2;270430201;2;1;0;1;ESCOLA SINTETICA 10000015;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;1;1;0;1;1;0;0;4;3;1;2;1;1;0;0;1;1;0;0;0;0;0;2021
10000016;1100205;11;1;110020501;3;1;0;1;ESCOLA SINTETICA 10000016;1;1;1;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;4;3;1;2;1;1;0;0;1;1;0;0;1;1;0;2021
10000017;5103403;51;5;510340305;3;1;0;1;ESCOLA SINTETICA 10000017;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;16;14;2;3;1;0;0;0;1;1;0;0;0;1;0;2021
10000018;3205309;32;3;320530903;4;1;0;1;ESCOLA SINTETICA 10000018;1;1;1;1;0;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;6;5;1;0;1;0;1;0;1;1;0;0;1;0;1;2021
10000019;2704302;27;2;270430204;3;2;1;1;ESCOLA SINTETICA 10000019;0;1;1;1;1;1;1;0;0;1;1;0;0;1;1;1;0;0;1;1;0;0;13;12;1;0;1;1;0;0;1;1;0;0;1;1;0;2021
10000020;2408102;24;2;240810202;3;2;0;1;ESCOLA SINTETICA 10000020;0;0;1;0;1;1;0;0;1;1;0;1;1;0;0;1;1;0;0;0;0;0;18;15;3;0;1;1;0;0;1;1;0;0;1;1;0;2021
10000021;1302603;13;1;130260301;4;1;0;1;ESCOLA SINTETICA 10000021;1;0;1;0;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;27;25;2;9;1;0;0;0;1;1;0;0;1;0;1;2021
10000022;3205309;32;3;320530905;3;2;0;1;ESCOLA SINTETICA 10000022;0;0;0;0;1;0;0;1;1;1;1;0;0;1;0;0;0;0;1;1;0;0;12;10;2;3;1;0;1;0;1;1;0;0;1;0;0;2021
10000023;5002704;50;5;500270403;3;2;0;1;ESCOLA SINTETICA 10000023;0;1;1;1;0;0;0;0;0;0;0;1;1;1;1;1;0;1;0;1;0;1;15;12;3;0;1;1;0;0;1;1;0;0;1;1;1;2021
10000024;5300108;53;5;530010802;3;1;0;1;ESCOLA SINTETICA 10000024;1;1;1;0;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;0;0;13;11;2;2;1;0;0;0;1;1;0;0;0;1;0;2021
10000025;3205309;32;3;320530905;3;1;0;1;ESCOLA SINTETICA 10000025;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;0;16;14;2;1;1;0;0;0;1;1;0;0;1;0;0;2021
10000026;2507507;25;2;250750703;4;1;1;1;ESCOLA SINTETICA 10000026;1;0;1;1;1;0;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;0;6;5;1;1;1;1;0;0;1;1;0;0;0;0;0;2021
10000027;2211001;22;2;221100104;2;2;0;1;ESCOLA SINTETICA 10000027;0;1;1;1;0;1;1;0;0;1;1;1;1;1;0;1;0;0;0;1;0;0;11;10;1;4;1;0;0;0;1;1;0;0;1;1;0;2021
10000028;1302603;13;1;130260302;2;2;1;1;ESCOLA SINTETICA 10000028;0;0;1;1;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;16;14;2;6;1;1;0;0;1;1;0;0;1;1;1;2021
10000029;2111300;21;2;211130001;2;2;0;1;ESCOLA SINTETICA 10000029;1;0;1;1;0;0;0;1;0;0;1;0;1;1;1;0;1;0;0;1;0;0;11;9;2;6;1;0;0;0;1;1;0;0;1;0;1;2021
10000030;4106902;41;4;410690203;3;1;0;1;ESCOLA SINTETICA 10000030;0;1;1;1;0;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;0;1;10;9;1;2;1;0;0;0;1;1;0;0;1;1;1;2021
10000031;2927408;29;2;292740803;4;1;0;1;ESCOLA SINTETICA 10000031;1;1;1;1;1;1;0;0;1;1;0;1;0;1;0;1;1;0;1;1;0;0;26;23;3;13;1;0;0;0;1;1;0;0;1;1;1;2021
10000032;4314902;43;4;431490204;4;1;0;1;ESCOLA SINTETICA 10000032;1;1;1;0;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;0;12;11;1;1;1;0;0;0;1;1;0;0;1;1;0;2021
10000033;2211001;22;2;221100104;3;1;0;1;ESCOLA SINTETICA 10000033;1;1;1;1;1;0;1;1;1;0;1;0;1;1;1;1;1;1;1;1;0;0;12;10;2;2;1;0;0;0;1;1;0;0;0;1;0;2021
10000034;2800308;28;2;280030804;2;1;0;1;ESCOLA SINTETICA 10000034;1;1;1;0;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;0;0;4;3;1;2;1;0;0;0;1;1;0;0;1;1;0;2021
10000035;3304557;33;3;330455703;3;1;0;1;ESCOLA SINTETICA 10000035;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;8;7;1;2;1;1;0;0;1;1;0;0;1;0;1;2021
10000036;4106902;41;4;410690201;3;1;0;1;ESCOLA SINTETICA 10000036;1;1;1;1;1;0;1;1;1;0;0;1;1;0;1;0;1;1;1;0;0;0;15;14;1;1;1;0;0;0;1;1;0;0;1;0;0;2021
10000037;3304557;33;3;330455701;2;1;0;1;ESCOLA SINTETICA 10000037;1;1;1;0;1;1;1;1;1;0;1;1;1;0;1;1;1;1;0;1;0;0;8;6;2;2;1;0;0;1;1;1;0;0;1;1;0;2021
10000038;3550308;35;3;355030801;3;2;0;1;ESCOLA SINTETICA 10000038;0;1;1;0;0;0;0;1;1;1;1;1;0;1;0;0;0;1;1;1;0;0;14;11;3;2;1;0;0;0;1;1;0;0;0;1;0;2021
10000039;1302603;13;1;130260305;2;2;0;1;ESCOLA SINTETICA 10000039;1;0;1;1;0;0;0;0;1;0;0;0;1;1;1;0;1;1;1;0;0;0;6;5;1;1;1;0;0;0;1;1;0;0;0;1;0;2021
10000040;2304400;23;2;230440004;4;1;0;1;ESCOLA SINTETICA 10000040;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;0;1;0;0;26;25;1;16;1;0;0;0;1;1;0;0;0;1;1;2021
10000041;2211001;22;2;221100101;3;2;0;1;ESCOLA SINTETICA 10000041;1;0;1;0;0;0;0;0;0;1;1;1;0;1;0;1;0;0;0;0;0;0;12;11;1;4;1;0;0;0;1;1;0;0;1;1;0;2021
10000042;2111300;21;2;211130005;3;1;0;1;ESCOLA SINTETICA 10000042;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;14;13;1;4;1;0;0;0;1;1;0;0;1;1;0;2021
